player,date,time,id,item,itemID,itemString,response,votes,class,instance,boss,difficultyID,mapID,groupSize,gear1,gear2,responseID,isAwardReason,subType,equipLoc,note,owner,Icon URL
Blonde-Nightslayer,2025-06-13,20:08:00,1749867002-10,[Band of Forced Concentration],19403,item:19403::::::::60,BiS,0,MAGE,Blackwing Lair-40 Player,Nefarian,9,469,40,|cff0070dd|Hitem:22339::::::::60:::::::::|h[Rune Band of Wizardry]|h|r,|cffa335ee|Hitem:22721::::::::60:::::::::|h[Band of Servitude]|h|r,1,False,Miscellaneous,Finger,,Blonde-Nightslayer,
Threedee-Nightslayer,2025-05-10,21:30:00,1746934321-17,[Primal Hakkari Aegis],19724,item:19724::::::::60,"Candidate is selecting response, please wait",0,nil,Zul'Gurub-20 Player,Hakkar,148,309,20,,,WAIT,False,Quest,,,Blonde-Nightslayer,
Healgasms-Nightslayer,2025-06-02,19:25:00,1748913972-2,[Sapphiron Drape],17078,item:17078::::::::60,Upgrade,0,PRIEST,Onyxia's Lair-40 Player,Onyxia,9,249,40,|cff1eff00|Hitem:18350::::::::60:::::::::|h[Amplifying Cloak]|h|r,,2,False,Cloth,Back,if no one needs,Blonde-Nightslayer,
Sadwombat-Nightslayer,2025-07-18,20:31:00,1752892336-12,[Robes of Transcendence],16923,item:16923::::::::60,BiS,0,PRIEST,Blackwing Lair-40 Player,Nefarian,9,469,40,|cff0070dd|Hitem:11924::::::::60:::::::::|h[Robes of the Royal Crown]|h|r,,1,False,Cloth,Chest,,Blonde-Nightslayer,
Sadwombat-Nightslayer,2025-07-19,19:44:00,1752975802-4,[Mantle of Prophecy],16816,item:16816::::::::60,BiS,0,PRIEST,Molten Core-40 Player,Majordomo Executus,9,409,40,|cff1eff00|Hitem:10063::::::782:615141376:60:::::::::|h[Duskwoven Amice of the Owl]|h|r,,1,False,Cloth,Shoulder,,Blonde-Nightslayer,
Sadwombat-Nightslayer,2025-07-19,19:44:00,1752975822-5,[Staff of Dominance],18842,item:18842::::::::60,BiS,0,PRIEST,Molten Core-40 Player,Majordomo Executus,9,409,40,|cff0070dd|Hitem:22713::::::::60:::::::::|h[Zulian Scepter of Rites]|h|r,|cff0070dd|Hitem:19922::::::::60:::::::::|h[Arlokk's Hoodoo Stick]|h|r,1,False,Staves,Two-Hand,,Blonde-Nightslayer,
Ewuli-Nightslayer,2025-04-19,20:35:00,1745116607-4,[Boots of Prophecy],16811,item:16811::::::::60,Upgrade,2,PRIEST,Molten Core-40 Player,Ragnaros,9,409,40,|cff0070dd|Hitem:18102::::::::60:::::::::|h[Dragonrider Boots]|h|r,,2,False,Cloth,Feet,,Blonde-Nightslayer,
Ewuli-Nightslayer,2025-04-19,20:38:00,1745116734-7,[Band of Sulfuras],19138,item:19138::::::::60,Upgrade,0,PRIEST,Molten Core-40 Player,Ragnaros,9,409,40,|cff1eff00|Hitem:12038::::::::60:::::::::|h[Lagrave's Seal]|h|r,|cff1eff00|Hitem:11989::::::2078:1734927872:60:::::::::|h[Vanadium Loop of Concentration]|h|r,2,False,Miscellaneous,Finger,,Blonde-Nightslayer,
Ewuli-Nightslayer,2025-04-25,21:24:00,1745637927-23,[Pants of Prophecy],16814,item:16814::::::::60,Upgrade,1,PRIEST,Molten Core-40 Player,Garr,9,409,40,|cff0070dd|Hitem:16694::::::::60:::::::::|h[Devout Skirt]|h|r,,2,False,Cloth,Legs,,Blonde-Nightslayer,
Ewuli-Nightslayer,2025-05-03,20:19:00,1746325237-6,[Gloves of Prophecy],16812,item:16812::::::::60,BiS,0,PRIEST,Molten Core-40 Player,Unknown,9,409,40,|cff0070dd|Hitem:11634:904:::::::60:::::::::|h[Silkweb Gloves]|h|r,,1,False,Cloth,Hands,,Blonde-Nightslayer,
Ewuli-Nightslayer,2025-05-16,21:51:00,1747453953-24,[Circlet of Prophecy],16813,item:16813::::::::60,Upgrade,0,PRIEST,Molten Core-40 Player,Ragnaros,9,409,40,|cff0070dd|Hitem:22720::::::::60:::::::::|h[Zulian Headdress]|h|r,,2,False,Cloth,Head,,Blonde-Nightslayer,
Olgarsy-Nightslayer,2025-04-25,20:31:00,1745634748-6,[Bindings of Transcendence],16926,item:16926::::::::60,Upgrade,0,PRIEST,Blackwing Lair-40 Player,Nefarian,9,469,40,|cff0070dd|Hitem:13107:1884:::::::60:::::::::|h[Magiskull Cuffs]|h|r,,2,False,Cloth,Wrist,,Blonde-Nightslayer,
Olgarsy-Nightslayer,2025-04-25,20:34:00,1745634950-12,[Ring of Blackrock],19397,item:19397::::::::60,BiS,0,PRIEST,Blackwing Lair-40 Player,Nefarian,9,469,40,|cff0070dd|Hitem:13178::::::::60:::::::::|h[Rosewine Circle]|h|r,|cff0070dd|Hitem:12545::::::::60:::::::::|h[Eye of Orgrimmar]|h|r,1,False,Miscellaneous,Finger,,Blonde-Nightslayer,
Olgarsy-Nightslayer,2025-04-25,22:11:00,1745640780-36,[Leggings of Transcendence],16922,item:16922::::::::60,Upgrade,0,PRIEST,Molten Core-40 Player,Ragnaros,9,409,40,|cffa335ee|Hitem:16814::::::::60:::::::::|h[Pants of Prophecy]|h|r,,2,False,Cloth,Legs,,Blonde-Nightslayer,
Olgarsy-Nightslayer,2025-05-10,21:29:00,1746934270-15,[Heart of Hakkar],19802,item:19802::::::::60,BiS,1,PRIEST,Zul'Gurub-20 Player,Hakkar,148,309,20,,,1,False,Quest,,,Blonde-Nightslayer,
Olgarsy-Nightslayer,2025-05-10,21:31:00,1746934379-18,[Primal Hakkari Sash],19720,item:19720::::::::60,Upgrade,0,PRIEST,Zul'Gurub-20 Player,Hakkar,148,309,20,,,2,False,Quest,,,Blonde-Nightslayer,
Olgarsy-Nightslayer,2025-05-16,21:49:00,1747453832-20,[Choker of Enlightenment],17109,item:17109::::::::60,BiS,0,PRIEST,Molten Core-40 Player,Ragnaros,9,409,40,|cff0070dd|Hitem:13141::::::::60:::::::::|h[Tooth of Gnarr]|h|r,,1,False,Miscellaneous,Neck,,Blonde-Nightslayer,
Olgarsy-Nightslayer,2025-05-23,22:05:00,1748059569-12,[Boots of Prophecy],16811,item:16811::::::::60,BiS,0,PRIEST,Molten Core-40 Player,Ragnaros,9,409,40,|cff0070dd|Hitem:18507::::::::60:::::::::|h[Boots of the Full Moon]|h|r,,1,False,Cloth,Feet,,Blonde-Nightslayer,
Olgarsy-Nightslayer,2025-05-23,22:05:00,1748059577-13,[Seal of the Archmagus],17110,item:17110::::::::60,BiS,0,PRIEST,Molten Core-40 Player,Ragnaros,9,409,40,|cff0070dd|Hitem:13178::::::::60:::::::::|h[Rosewine Circle]|h|r,|cffa335ee|Hitem:19397::::::::60:::::::::|h[Ring of Blackrock]|h|r,1,False,Miscellaneous,Finger,,Blonde-Nightslayer,
Olgarsy-Nightslayer,2025-05-30,20:25:00,1748658386-4,[Essence Gatherer],19435,item:19435::::::::60,BiS,0,PRIEST,Blackwing Lair-40 Player,Nefarian,9,469,40,|cff0070dd|Hitem:18338::::::::60:::::::::|h[Wand of Arcane Potency]|h|r,,1,False,Wands,Ranged,,Blonde-Nightslayer,
Olgarsy-Nightslayer,2025-05-30,20:30:00,1748658705-14,[Angelista's Grasp],19388,item:19388::::::::60,Offspec,0,PRIEST,Blackwing Lair-40 Player,Nefarian,9,469,40,|cffa335ee|Hitem:19842::::::::60:::::::::|h[Zandalar Confessor's Bindings]|h|r,,3,False,Cloth,Waist,,Blonde-Nightslayer,
Olgarsy-Nightslayer,2025-05-30,21:45:00,1748663175-2,[Circlet of Prophecy],16813,item:16813::::::::60,Offspec,0,PRIEST,Molten Core-40 Player,Ragnaros,9,409,40,|cff0070dd|Hitem:18727::::::::60:::::::::|h[Crimson Felt Hat]|h|r,,3,False,Cloth,Head,,Blonde-Nightslayer,
Olgarsy-Nightslayer,2025-06-20,20:48:00,1750474154-6,[Pendant of the Fallen Dragon],19371,item:19371::::::::60,BiS,0,PRIEST,Blackwing Lair-40 Player,Unknown,9,469,40,|cffa335ee|Hitem:17109::::::::60:::::::::|h[Choker of Enlightenment]|h|r,,1,False,Miscellaneous,Neck,,Blonde-Nightslayer,
Olgarsy-Nightslayer,2025-06-20,21:10:00,1750475450-1,[Robes of Transcendence],16923,item:16923::::::::60,BiS,0,PRIEST,Blackwing Lair-40 Player,Nefarian,9,469,40,|cffa335ee|Hitem:14154:1891:::::::60:::::::::|h[Truefaith Vestments]|h|r,,1,False,Cloth,Chest,,Blonde-Nightslayer,
Olgarsy-Nightslayer,2025-06-27,20:12:00,1751076775-2,[Handguards of Transcendence],16920,item:16920::::::::60,BiS,0,PRIEST,Blackwing Lair-40 Player,Nefarian,9,469,40,|cff0070dd|Hitem:16692:909:::::::60:::::::::|h[Devout Gloves]|h|r,,1,False,Cloth,Hands,,Blonde-Nightslayer,
Olgarsy-Nightslayer,2025-06-27,20:13:00,1751076792-3,[Pauldrons of Transcendence],16924,item:16924::::::::60,BiS,0,PRIEST,Blackwing Lair-40 Player,Nefarian,9,469,40,|cffa335ee|Hitem:19841::::::::60:::::::::|h[Zandalar Confessor's Mantle]|h|r,,1,False,Cloth,Shoulder,,Blonde-Nightslayer,
Olgarsy-Nightslayer,2025-06-27,21:33:00,1751081599-33,[Sorcerous Dagger],18878,item:18878::::::::60,Offspec,0,PRIEST,Molten Core-40 Player,Sulfuron Harbinger,9,409,40,|cffa335ee|Hitem:19909::::::::60:::::::::|h[Will of Arlokk]|h|r,,3,False,Daggers,Main Hand,,Blonde-Nightslayer,
Juliegodx-Nightslayer,2025-07-18,20:03:00,1752890665-0,[Bindings of Transcendence],16926,item:16926::::::::60,BiS,0,PRIEST,Blackwing Lair-40 Player,Ebonroc,9,469,40,|cffa335ee|Hitem:16819::::::::60:::::::::|h[Vambraces of Prophecy]|h|r,,1,False,Cloth,Wrist,,Blonde-Nightslayer,
Juliegodx-Nightslayer,2025-07-18,20:31:00,1752892340-13,[Belt of Transcendence],16925,item:16925::::::::60,BiS,0,PRIEST,Blackwing Lair-40 Player,Nefarian,9,469,40,|cffa335ee|Hitem:16817::::::::60:::::::::|h[Girdle of Prophecy]|h|r,,1,False,Cloth,Waist,,Blonde-Nightslayer,
Juliegodx-Nightslayer,2025-07-18,20:33:00,1752892461-16,[Pauldrons of Transcendence],16924,item:16924::::::::60,BiS,0,PRIEST,Blackwing Lair-40 Player,Nefarian,9,469,40,|cff0070dd|Hitem:13013::::::::60:::::::::|h[Elder Wizard's Mantle]|h|r,,1,False,Cloth,Shoulder,,Blonde-Nightslayer,
Galf-Nightslayer,2025-03-20,20:36:00,1742524706-1,[Gloves of Prophecy],16812,item:16812::::::::60,Mainspec/Need,1,PRIEST,Molten Core-40 Player,Majordomo Executus,9,409,40,|cff0070dd|Hitem:18083::::::::60:::::::::|h[Jumanza Grips]|h|r,,1,False,Cloth,Hands,,Blonde-Nightslayer,
Galf-Nightslayer,2025-03-20,21:06:00,1742526468-13,[Boots of Prophecy],16811,item:16811::::::::60,Disenchant,0,PRIEST,Molten Core-40 Player,Majordomo Executus,9,409,40,|cffa335ee|Hitem:16811::::::::60:::::::::|h[Boots of Prophecy]|h|r,,1,True,Cloth,Feet,,Blonde-Nightslayer,
Galf-Nightslayer,2025-03-21,20:38:00,1742611076-3,[Bindings of Transcendence],16926,item:16926::::::::60,Mainspec/Need,5,PRIEST,Blackwing Lair-40 Player,Vaelastrasz the Corrupt,9,469,40,|cff1eff00|Hitem:10213:724:::::2040:2079526144:60:::::::::|h[Elegant Bracers of Healing]|h|r,,1,False,Cloth,Wrist,,Blonde-Nightslayer,
Galf-Nightslayer,2025-03-28,20:48:00,1743216590-6,[Belt of Transcendence],16925,item:16925::::::::60,Upgrade,4,PRIEST,Blackwing Lair-40 Player,Ebonroc,9,469,40,|cff0070dd|Hitem:10771::::::::60:::::::::|h[Deathmage Sash]|h|r,,2,False,Cloth,Waist,,Blonde-Nightslayer,
Galf-Nightslayer,2025-04-04,22:28:00,1743827353-2,[Handguards of Transcendence],16920,item:16920::::::::60,Candidate didn't respond on time,6,PRIEST,Blackwing Lair-40 Player,Nefarian,9,469,40,|cffa335ee|Hitem:16812::::::::60:::::::::|h[Gloves of Prophecy]|h|r,,TIMEOUT,False,Cloth,Hands,,Blonde-Nightslayer,
Galf-Nightslayer,2025-04-04,22:46:00,1743828424-10,[Pauldrons of Transcendence],16924,item:16924::::::::60,BiS,1,PRIEST,Blackwing Lair-40 Player,Nefarian,9,469,40,|cffa335ee|Hitem:16816::::::::60:::::::::|h[Mantle of Prophecy]|h|r,,1,False,Cloth,Shoulder,,Blonde-Nightslayer,
Littlechimp-Nightslayer,2025-03-29,20:53:00,1743303305-3,[Leggings of Transcendence],16922,item:16922::::::::60,Upgrade,6,PRIEST,Molten Core-40 Player,Ragnaros,9,409,40,|cff0070dd|Hitem:18386::::::::60:::::::::|h[Padre's Trousers]|h|r,,2,False,Cloth,Legs,,Blonde-Nightslayer,
Littlechimp-Nightslayer,2025-03-29,21:11:00,1743304377-8,[Mantle of Prophecy],16816,item:16816::::::::60,Upgrade,6,PRIEST,Molten Core-40 Player,Ragnaros,9,409,40,|cff0070dd|Hitem:18681:2483:::::::60:::::::::|h[Burial Shawl]|h|r,,2,False,Cloth,Shoulder,,Blonde-Nightslayer,
Littlechimp-Nightslayer,2025-04-04,21:00:00,1743822136-2,[Boots of Transcendence],16919,item:16919::::::::60,Upgrade,5,PRIEST,Blackwing Lair-40 Player,Unknown,9,469,40,|cffa335ee|Hitem:16811:911:::::::60:::::::::|h[Boots of Prophecy]|h|r,,2,False,Cloth,Feet,,Blonde-Nightslayer,
Littlechimp-Nightslayer,2025-04-11,19:43:00,1744422260-0,[Belt of Transcendence],16925,item:16925::::::::60,"Candidate is selecting response, please wait",3,PRIEST,Blackwing Lair-40 Player,Vaelastrasz the Corrupt,9,469,40,|cff0070dd|Hitem:18327::::::::60:::::::::|h[Whipvine Cord]|h|r,,WAIT,False,Cloth,Waist,,Blonde-Nightslayer,
Littlechimp-Nightslayer,2025-04-11,20:45:00,1744426007-1,[Essence Gatherer],19435,item:19435::::::::60,Upgrade,5,PRIEST,Blackwing Lair-40 Player,Broodlord Lashlayer,9,469,40,|cff0070dd|Hitem:13938::::::::60:::::::::|h[Bonecreeper Stylus]|h|r,,2,False,Wands,Ranged,,Blonde-Nightslayer,
Littlechimp-Nightslayer,2025-05-09,20:53:00,1746845640-4,[Empowered Leggings],19385,item:19385::::::::60,BiS,1,PRIEST,Blackwing Lair-40 Player,Nefarian,9,469,40,|cffa335ee|Hitem:16922:2544:::::::60:::::::::|h[Leggings of Transcendence]|h|r,,1,False,Cloth,Legs,,Blonde-Nightslayer,
Littlechimp-Nightslayer,2025-05-23,20:27:00,1748053658-1,[Rejuvenating Gem],19395,item:19395::::::::60,BiS,2,PRIEST,Blackwing Lair-40 Player,Nefarian,9,469,40,|cff0070dd|Hitem:18469::::::::60:::::::::|h[Royal Seal of Eldre'Thalas]|h|r,|cff0070dd|Hitem:12930::::::::60:::::::::|h[Briarwood Reed]|h|r,1,False,Miscellaneous,Trinket,,Blonde-Nightslayer,
Littlechimp-Nightslayer,2025-05-30,20:05:00,1748657156-2,[Bindings of Transcendence],16926,item:16926::::::::60,Upgrade,0,PRIEST,Blackwing Lair-40 Player,Firemaw,9,469,40,|cffa335ee|Hitem:19843:2566:::::::60:::::::::|h[Zandalar Confessor's Wraps]|h|r,,2,False,Cloth,Wrist,,Blonde-Nightslayer,
Littlechimp-Nightslayer,2025-05-30,20:27:00,1748658477-9,[Robes of Transcendence],16923,item:16923::::::::60,BiS,0,PRIEST,Blackwing Lair-40 Player,Nefarian,9,469,40,|cffa335ee|Hitem:14154:928:::::::60:::::::::|h[Truefaith Vestments]|h|r,,1,False,Cloth,Chest,,Blonde-Nightslayer,
Littlechimp-Nightslayer,2025-07-25,20:46:00,1753497995-4,[Necklace of Purity],21678,item:21678::::::::60,Offspec,0,PRIEST,Ahn'Qiraj Temple-40 Player,Twin Emperors,9,531,40,|cffa335ee|Hitem:21507::::::::60:::::::::|h[Amulet of the Shifting Sands]|h|r,,3,False,Miscellaneous,Neck,,Blonde-Nightslayer,
Rowdyrob-Nightslayer,2025-03-29,20:53:00,1743303299-2,[Leggings of Transcendence],16922,item:16922::::::::60,BiS,5,PRIEST,Molten Core-40 Player,Ragnaros,9,409,40,|cff0070dd|Hitem:11841::::::::60:::::::::|h[Senior Designer's Pantaloons]|h|r,,1,False,Cloth,Legs,,Blonde-Nightslayer,
Rowdyrob-Nightslayer,2025-04-04,21:03:00,1743822328-7,[Belt of Transcendence],16925,item:16925::::::::60,BiS,6,PRIEST,Blackwing Lair-40 Player,Unknown,9,469,40,|cffa335ee|Hitem:19136::::::::60:::::::::|h[Mana Igniting Cord]|h|r,,1,False,Cloth,Waist,,Blonde-Nightslayer,
Rowdyrob-Nightslayer,2025-04-11,22:29:00,1744432264-15,[Shroud of Pure Thought],19430,item:19430::::::::60,BiS,2,PRIEST,Blackwing Lair-40 Player,Nefarian,9,469,40,|cffa335ee|Hitem:17078:884:::::::60:::::::::|h[Sapphiron Drape]|h|r,,1,False,Cloth,Back,,Blonde-Nightslayer,
Rowdyrob-Nightslayer,2025-04-18,21:26:00,1745033248-12,[Taut Dragonhide Gloves],19390,item:19390::::::::60,Disenchant,0,PRIEST,Blackwing Lair-40 Player,Nefarian,9,469,40,|cffa335ee|Hitem:16812::::::::60:::::::::|h[Gloves of Prophecy]|h|r,,1,True,Leather,Hands,,Blonde-Nightslayer,
Rowdyrob-Nightslayer,2025-04-25,20:26:00,1745634498-0,[Pauldrons of Transcendence],16924,item:16924::::::::60,BiS,4,PRIEST,Blackwing Lair-40 Player,Nefarian,9,469,40,|cffa335ee|Hitem:16816::::::::60:::::::::|h[Mantle of Prophecy]|h|r,,1,False,Cloth,Shoulder,,Blonde-Nightslayer,
Rowdyrob-Nightslayer,2025-05-02,21:35:00,1746243349-8,[Boots of Transcendence],16919,item:16919::::::::60,BiS,1,PRIEST,Blackwing Lair-40 Player,Nefarian,9,469,40,|cffa335ee|Hitem:16811:911:::::::60:::::::::|h[Boots of Prophecy]|h|r,,1,False,Cloth,Feet,,Blonde-Nightslayer,
Rowdyrob-Nightslayer,2025-05-03,20:23:00,1746325470-15,[Manastorm Leggings],18872,item:18872::::::::60,Offspec,0,PRIEST,Molten Core-40 Player,Unknown,9,409,40,|cffa335ee|Hitem:16922:2544:::::::60:::::::::|h[Leggings of Transcendence]|h|r,,3,False,Cloth,Legs,,Blonde-Nightslayer,
Rowdyrob-Nightslayer,2025-05-10,20:39:00,1746931243-4,[Primal Hakkari Sash],19720,item:19720::::::::60,Offspec,0,PRIEST,Zul'Gurub-20 Player,Bloodlord Mandokir,148,309,20,,,3,False,Quest,,,Blonde-Nightslayer,
Rowdyrob-Nightslayer,2025-05-10,20:48:00,1746931775-9,[Primal Hakkari Aegis],19724,item:19724::::::::60,Offspec,0,PRIEST,Zul'Gurub-20 Player,Bloodlord Mandokir,148,309,20,,,3,False,Quest,,,Blonde-Nightslayer,
Rowdyrob-Nightslayer,2025-05-10,20:48:00,1746931778-10,[Bloodtinged Kilt],19895,item:19895::::::::60,Offspec,0,PRIEST,Zul'Gurub-20 Player,Bloodlord Mandokir,148,309,20,|cffa335ee|Hitem:16922:2544:::::::60:::::::::|h[Leggings of Transcendence]|h|r,,3,False,Cloth,Legs,,Blonde-Nightslayer,
Rowdyrob-Nightslayer,2025-05-23,20:31:00,1748053902-11,[Robes of Transcendence],16923,item:16923::::::::60,BiS,0,PRIEST,Blackwing Lair-40 Player,Nefarian,9,469,40,|cffa335ee|Hitem:16815:928:::::::60:::::::::|h[Robes of Prophecy]|h|r,,1,False,Cloth,Chest,,Blonde-Nightslayer,
Rowdyrob-Nightslayer,2025-05-23,21:23:00,1748057083-2,[Circlet of Prophecy],16813,item:16813::::::::60,BiS,0,PRIEST,Molten Core-40 Player,Garr,9,409,40,|cffa335ee|Hitem:16921::::::::60:::::::::|h[Halo of Transcendence]|h|r,,1,False,Cloth,Head,,Blonde-Nightslayer,
Tonsillitis-Nightslayer,2025-04-25,21:23:00,1745637919-22,[Sorcerous Dagger],18878,item:18878::::::::60,Upgrade,1,PRIEST,Molten Core-40 Player,Garr,9,409,40,|cff0070dd|Hitem:18321::::::::60:::::::::|h[Energetic Rod]|h|r,,2,False,Daggers,Main Hand,hooge,Blonde-Nightslayer,
Promethizine-Nightslayer,2025-04-11,20:51:00,1744426341-4,[Band of Dark Dominion],19434,item:19434::::::::60,BiS,5,PRIEST,Blackwing Lair-40 Player,Broodlord Lashlayer,9,469,40,|cffa335ee|Hitem:1980::::::::60:::::::::|h[Underworld Band]|h|r,|cffa335ee|Hitem:1980::::::::60:::::::::|h[Underworld Band]|h|r,1,False,Miscellaneous,Finger,,Blonde-Nightslayer,
Promethizine-Nightslayer,2025-04-18,21:22:00,1745032996-7,[Ebony Flame Gloves],19407,item:19407::::::::60,BiS,3,PRIEST,Blackwing Lair-40 Player,Nefarian,9,469,40,|cff0070dd|Hitem:22869::::::::60:::::::::|h[Blood Guard's Satin Handwraps]|h|r,,1,False,Cloth,Hands,,Blonde-Nightslayer,
Promethizine-Nightslayer,2025-05-30,20:28:00,1748658544-11,[Belt of Transcendence],16925,item:16925::::::::60,Offspec,0,PRIEST,Blackwing Lair-40 Player,Nefarian,9,469,40,|cffa335ee|Hitem:18809::::::::60:::::::::|h[Sash of Whispered Secrets]|h|r,,3,False,Cloth,Waist,,Blonde-Nightslayer,
Promethizine-Nightslayer,2025-06-27,20:12:00,1751076772-1,[Robes of Transcendence],16923,item:16923::::::::60,Offspec,0,PRIEST,Blackwing Lair-40 Player,Nefarian,9,469,40,|cff0070dd|Hitem:14136:928:::::::60:::::::::|h[Robe of Winter Night]|h|r,,3,False,Cloth,Chest,,Blonde-Nightslayer,
Veldryn-Nightslayer,2025-07-19,19:55:00,1752976465-10,[Nightslayer Boots],16824,item:16824::::::::60,Upgrade,0,ROGUE,Kalimdor-,Ragnaros,0,1,0,|cff1eff00|Hitem:9633:1843:::::::60:::::::::|h[Jangdor's Handcrafted Boots]|h|r,,2,False,Leather,Feet,,Blonde-Nightslayer,
Veldryn-Nightslayer,2025-07-19,19:55:00,1752976469-11,[Nightslayer Chestpiece],16820,item:16820::::::::60,Upgrade,0,ROGUE,Kalimdor-,Ragnaros,0,1,0,|cff1eff00|Hitem:15825::::::::60:::::::::|h[Traphook Jerkin]|h|r,,2,False,Leather,Chest,,Blonde-Nightslayer,
Vamaelx-Nightslayer,2025-05-02,20:23:00,1746239036-1,[Bloodfang Boots],16906,item:16906::::::::60,Offline or RCLootCouncil not installed,0,ROGUE,Blackwing Lair-40 Player,Firemaw,9,469,40,,,NOTHING,False,Leather,Feet,,Blonde-Nightslayer,
Vamaelx-Nightslayer,2025-05-02,21:34:00,1746243277-6,[Bloodfang Gloves],16907,item:16907::::::::60,Offline or RCLootCouncil not installed,1,ROGUE,Blackwing Lair-40 Player,Nefarian,9,469,40,,,NOTHING,False,Leather,Hands,,Blonde-Nightslayer,
Vamaelx-Nightslayer,2025-05-09,22:47:00,1746852467-13,[Aged Core Leather Gloves],18823,item:18823::::::::60,BiS,1,ROGUE,Eastern Kingdoms-,Ragnaros,0,0,0,|cffa335ee|Hitem:16907::::::::60:::::::::|h[Bloodfang Gloves]|h|r,,1,False,Leather,Hands,,Blonde-Nightslayer,
Vamaelx-Nightslayer,2025-05-10,19:48:00,1746928189-0,[Head of Onyxia],18422,item:18422::::::::60,BiS,0,ROGUE,Onyxia's Lair-40 Player,Onyxia,9,249,40,,,1,False,Quest,,,Blonde-Nightslayer,
Vamaelx-Nightslayer,2025-05-16,20:34:00,1747449349-11,[Venomous Totem],19342,item:19342::::::::60,Upgrade,0,ROGUE,Blackwing Lair-40 Player,Nefarian,9,469,40,|cff0070dd|Hitem:13965::::::::60:::::::::|h[Blackhand's Breadth]|h|r,|cff0070dd|Hitem:11815::::::::60:::::::::|h[Hand of Justice]|h|r,2,False,Miscellaneous,Trinket,,Blonde-Nightslayer,
Vamaelx-Nightslayer,2025-05-16,21:54:00,1747454139-27,[Nightslayer Chestpiece],16820,item:16820::::::::60,Upgrade,0,ROGUE,Molten Core-40 Player,Ragnaros,9,409,40,|cff0070dd|Hitem:14637:928:::::::60:::::::::|h[Cadaverous Armor]|h|r,,2,False,Leather,Chest,,Blonde-Nightslayer,
Vamaelx-Nightslayer,2025-06-06,21:49:00,1749268267-3,[Bloodfang Pants],16909,item:16909::::::::60,BiS,1,ROGUE,Molten Core-40 Player,Ragnaros,9,409,40,|cff0070dd|Hitem:16709::::::::60:::::::::|h[Shadowcraft Pants]|h|r,,1,False,Leather,Legs,,Ragnaros,
Vamaelx-Nightslayer,2025-06-13,21:13:00,1749870881-4,[Band of Accuria],17063,item:17063::::::::60,BiS,0,ROGUE,Molten Core-40 Player,Ragnaros,9,409,40,|cff0070dd|Hitem:18500::::::::60:::::::::|h[Tarnished Elven Ring]|h|r,|cffa335ee|Hitem:19325::::::::60:::::::::|h[Don Julio's Band]|h|r,1,False,Miscellaneous,Finger,,Blonde-Nightslayer,
Vamaelx-Nightslayer,2025-06-27,20:15:00,1751076929-12,[Bloodfang Belt],16910,item:16910::::::::60,Upgrade,0,ROGUE,Blackwing Lair-40 Player,Nefarian,9,469,40,|cff0070dd|Hitem:20216::::::::60:::::::::|h[Belt of Preserved Heads]|h|r,,2,False,Leather,Waist,,Blonde-Nightslayer,
Vamaelx-Nightslayer,2025-06-27,22:13:00,1751084107-7,[Nightslayer Shoulder Pads],16823,item:16823::::::::60,BiS,0,ROGUE,Kalimdor-,Ragnaros,0,1,0,|cffa335ee|Hitem:19835::::::::60:::::::::|h[Zandalar Madcap's Mantle]|h|r,,1,False,Leather,Shoulder,,Blonde-Nightslayer,
Preposterous-Nightslayer,2025-05-09,20:56:00,1746845832-9,[Taut Dragonhide Belt],19396,item:19396::::::::60,BiS,0,ROGUE,Blackwing Lair-40 Player,Nefarian,9,469,40,|cffa335ee|Hitem:16827::::::::60:::::::::|h[Nightslayer Belt]|h|r,,1,False,Leather,Waist,,Blonde-Nightslayer,
Preposterous-Nightslayer,2025-05-09,21:02:00,1746846145-17,[Head of Nefarian],19002,item:19002::::::::60,BiS,0,ROGUE,Kalimdor-,Nefarian,0,1,0,,,1,False,Quest,,,Blonde-Nightslayer,
Preposterous-Nightslayer,2025-06-06,20:21:00,1749262962-8,[Circle of Applied Force],19432,item:19432::::::::60,BiS,0,ROGUE,Blackwing Lair-40 Player,Nefarian,9,469,40,|cffa335ee|Hitem:19384::::::::60:::::::::|h[Master Dragonslayer's Ring]|h|r,|cffa335ee|Hitem:19325::::::::60:::::::::|h[Don Julio's Band]|h|r,1,False,Miscellaneous,Finger,,Blonde-Nightslayer,
Daggerr-Nightslayer,2025-03-21,18:50:00,1742604572-1,[Bloodfang Hood],16908,item:16908::::::::60,Mainspec/Need,4,ROGUE,Onyxia's Lair-40 Player,Onyxia,9,249,40,|cffa335ee|Hitem:16821::::::::60:::::::::|h[Nightslayer Cover]|h|r,,1,False,Leather,Head,,Onyxia,
Daggerr-Nightslayer,2025-03-21,21:43:00,1742614974-7,[Venomous Totem],19342,item:19342::::::::60,Mainspec/Need,6,ROGUE,Blackwing Lair-40 Player,Broodlord Lashlayer,9,469,40,|cff0070dd|Hitem:18465::::::::60:::::::::|h[Royal Seal of Eldre'Thalas]|h|r,|cff0070dd|Hitem:11815::::::::60:::::::::|h[Hand of Justice]|h|r,1,False,Miscellaneous,Trinket,,Blonde-Nightslayer,
